All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,fips_x,Incidence_Rate,Avg_Ann_Incidence,fips_y,Mortality_Rate,Avg_Ann_Deaths
70908,31792,39116,34023,79593.0,73145.0,64822.0,66713.0,111242.0,54324.0,350206,51055,376132,43310,726338,94365,34023,53.4,459.0,34023,37.0,319.0
46492,20092,26400,34025,85242.0,89948.0,44668.0,28346.0,117334.0,54291.0,273118,31154,295155,25547,568273,56701,34025,63.9,475.0,34025,42.8,317.0
22068,9710,12358,34027,100214.0,100722.0,77681.0,73750.0,121340.0,67771.0,222190,19830,235146,17038,457336,36868,34027,49.6,287.0,34027,34.8,201.0
64795,29231,35564,34029,61994.0,62147.0,53237.0,25474.0,90000.0,54902.0,251605,26431,277128,22954,528733,49385,34029,71.4,645.0,34029,47.7,442.0
83203,37009,46194,34031,59739.0,72024.0,33682.0,51691.0,94406.0,40260.0,199460,45684,221524,37168,420984,82852,34031,53.8,276.0,34031,39.3,202.0
8602,3826,4776,34033,61831.0,67079.0,32740.0,22083.0,82500.0,46838.0,27515,3442,30248,2723,57763,6165,34033,72.8,62.0,34033,48.1,41.0
16479,7340,9139,34035,100667.0,99241.0,76791.0,45729.0,141242.0,70111.0,145888,13951,155658,12324,301546,26275,34035,48.7,171.0,34035,35.3,122.0
8237,3862,4375,34037,86565.0,85990.0,95813.0,110469.0,116856.0,77520.0,65217,6547,67862,4954,133079,11501,34037,64.2,106.0,34037,45.2,74.0
59034,24322,34712,34039,69594.0,81376.0,53858.0,25652.0,114138.0,50100.0,220599,44217,241572,37837,462171,82054,34039,47.9,274.0,34039,35.8,207.0
8394,3681,4713,34041,70471.0,71885.0,71548.0,30409.0,62639.0,51948.0,46651,4979,50057,4518,96708,9497,34041,65.4,85.0,34041,45.6,59.0
128917,59967,68950,35001,47725.0,51836.0,32761.0,32872.0,60831.0,38967.0,272940,52028,296915,44601,569855,96629,35001,39.4,277.0,35001,31.2,216.0
615,177,438,35003,42973.0,43092.0,,,,27132.0,1528,367,1451,228,2979,595,35003,41.2,4.0,35003,,
14013,6312,7701,35005,40630.0,42455.0,30256.0,35536.0,58799.0,34665.0,26078,5891,27592,5260,53670,11151,35005,47.5,36.0,35005,40.9,31.0
7489,3567,3922,35006,34565.0,42707.0,45893.0,27478.0,,35616.0,9819,2968,10636,2213,20455,5181,35006,50.6,15.0,35006,24.7,7.0
2490,1121,1369,35007,32380.0,35025.0,,4558.0,,28608.0,5246,879,5714,702,10960,1581,35007,38.1,9.0,35007,25.3,6.0
10338,4527,5811,35009,41084.0,46239.0,29976.0,30000.0,38988.0,31586.0,19743,4372,20736,3137,40479,7509,35009,46.8,21.0,35009,36.7,17.0
454,227,227,35011,32500.0,36528.0,,,,25577.0,751,141,1002,101,1753,242,35011,,2.0,35011,,
58846,27487,31359,35013,38853.0,39110.0,50718.0,33913.0,41006.0,30930.0,83656,18726,90314,17907,173970,36633,35013,42.6,92.0,35013,33.8,72.0
6237,2460,3777,35015,56618.0,57248.0,61544.0,70714.0,97554.0,47952.0,23842,4068,23388,3791,47230,7859,35015,47.3,29.0,35015,38.3,24.0
5940,2771,3169,35017,38311.0,38832.0,,15161.0,,31556.0,12900,1315,13334,1189,26234,2504,35017,44.7,22.0,35017,30.0,15.0
552,239,313,35019,30772.0,31745.0,5250.0,36250.0,,30980.0,1815,209,1748,150,3563,359,35019,,2.0,35019,,
59,29,30,35021,33393.0,34107.0,,,,33500.0,274,17,246,27,520,44,35021,,2.0,35021,,
1054,443,611,35023,34444.0,35714.0,,,,31698.0,1879,352,1862,430,3741,782,35023,,2.0,35023,,
9859,3934,5925,35025,57533.0,59273.0,40060.0,70724.0,,51966.0,27173,6335,26439,6606,53612,12941,35025,57.7,34.0,35025,40.8,24.0
3271,1479,1792,35027,40708.0,42235.0,,40426.0,,28870.0,8397,1373,8737,1283,17134,2656,35027,45.4,17.0,35027,31.9,11.0
1092,429,663,35028,101934.0,102965.0,,135089.0,100357.0,44844.0,8611,523,8183,510,16794,1033,35028,26.5,7.0,35028,15.8,4.0
7236,3080,4156,35029,27476.0,27561.0,,,,25568.0,9539,2561,10103,2219,19642,4780,35029,56.8,22.0,35029,41.0,15.0
27493,13235,14258,35031,28772.0,50612.0,,23695.0,57917.0,39288.0,23399,12014,26997,11227,50396,23241,35031,13.5,9.0,35031,11.6,7.0
1092,669,423,35033,23822.0,26563.0,,,,23132.0,1699,527,2067,367,3766,894,35033,,2.0,35033,,
14387,6638,7749,35035,39775.0,42728.0,36168.0,28958.0,37986.0,25018.0,24419,4996,26535,4567,50954,9563,35035,58.5,45.0,35035,43.2,33.0
1484,640,844,35037,29113.0,29677.0,19000.0,,,27298.0,3576,613,4109,365,7685,978,35037,62.1,9.0,35037,51.2,7.0
9413,4770,4643,35039,36098.0,35374.0,38750.0,32195.0,71169.0,37923.0,15072,4355,16670,3586,31742,7941,35039,34.8,16.0,35039,30.3,14.0
4918,2164,2754,35041,35546.0,36484.0,18417.0,,,29611.0,7984,1736,8234,1470,16218,3206,35041,55.2,10.0,35041,37.2,7.0
19305,8939,10366,35043,58982.0,61358.0,71012.0,39332.0,66307.0,56246.0,57383,9182,61538,7749,118921,16931,35043,40.4,58.0,35043,30.9,42.0
24755,11972,12783,35045,48671.0,55802.0,,34862.0,56500.0,48734.0,46708,14508,50124,12443,96832,26951,35045,44.0,53.0,35045,30.1,36.0
8093,3544,4549,35047,29237.0,36446.0,,,,28367.0,11235,2535,11977,2358,23212,4893,35047,37.3,14.0,35047,34.4,12.0
22477,10373,12104,35049,54315.0,56387.0,47440.0,42159.0,59716.0,43876.0,56164,13908,63236,11977,119400,25885,35049,31.7,59.0,35049,23.0,42.0
2360,1347,1013,35051,29356.0,30806.0,,27105.0,,28273.0,4718,973,5002,681,9720,1654,35051,55.1,16.0,35051,49.0,14.0
4278,1928,2350,35053,34037.0,34868.0,,16319.0,122083.0,28714.0,7482,1584,7246,1080,14728,2664,35053,47.8,10.0,35053,35.9,7.0
7909,3785,4124,35055,36582.0,40359.0,,31632.0,,31585.0,13285,2640,14135,2679,27420,5319,35055,35.0,16.0,35055,27.5,13.0
4833,2325,2508,35057,32083.0,32880.0,,9323.0,,31069.0,5959,1566,6662,909,12621,2475,35057,49.0,11.0,35057,40.4,9.0
498,176,322,35059,36070.0,36726.0,,,,28889.0,1427,400,1549,346,2976,746,35059,,2.0,35059,,
17604,8399,9205,35061,41703.0,43699.0,43244.0,42500.0,72625.0,34760.0,30560,6254,33613,4273,64173,10527,35061,50.8,42.0,35061,41.9,34.0
3802,1765,2037,32001,47415.0,48172.0,50057.0,55250.0,45417.0,35568.0,9756,1871,9845,1873,19601,3744,32001,,,32001,59.9,18.0
315358,147575,167783,32003,51575.0,54767.0,37604.0,44759.0,60857.0,43244.0,799278,201993,830625,180211,1629903,382204,32003,,,32003,48.1,901.0
4984,2264,2720,32005,58535.0,59891.0,61083.0,26950.0,48553.0,40714.0,19911,3602,20431,2952,40342,6554,32005,,,32005,40.9,32.0
5574,2675,2899,32007,71799.0,73428.0,,43472.0,55714.0,50925.0,22496,3962,20493,3991,42989,7953,32007,,,32007,39.9,15.0
194,53,141,32009,39271.0,42125.0,,,,,387,128,475,146,862,274,32009,,,32009,,
162,106,56,32011,60250.0,60667.0,,,,,652,140,732,140,1384,280,32011,,,32011,,
1762,802,960,32013,65212.0,65508.0,,,,65828.0,7339,1429,6497,1574,13836,3003,32013,,,32013,48.4,7.0
676,349,327,32015,78190.0,79138.0,,,,89750.0,2775,447,2096,590,4871,1037,32015,,,32015,,
631,372,259,32017,44866.0,44717.0,,45260.0,,,2095,415,1919,390,4014,805,32017,,,32017,,
8482,3749,4733,32019,47255.0,47817.0,66607.0,45747.0,47794.0,40012.0,21106,4645,21605,3982,42711,8627,32019,,,32019,61.2,41.0
907,429,478,32021,38923.0,48143.0,,30167.0,,64554.0,1926,446,1816,296,3742,742,32021,,,32021,63.6,5.0
7658,3541,4117,32023,41712.0,42575.0,42656.0,21250.0,,35327.0,17457,3427,17963,3405,35420,6832,32023,,,32023,67.9,52.0
832,350,482,32027,45230.0,46528.0,,,,41071.0,1995,525,1846,413,3841,938,32027,,,32027,61.0,4.0
293,134,159,32029,64832.0,66161.0,,18438.0,,,1493,376,1826,210,3319,586,32029,,,32029,,
65248,30454,34794,32031,52870.0,54480.0,30773.0,42183.0,56760.0,41422.0,176960,39625,183055,32403,360015,72028,32031,,,32031,41.7,182.0
987,381,606,32033,57122.0,58096.0,,52548.0,,68333.0,3873,526,3532,731,7405,1257,32033,,,32033,46.1,6.0
8787,3992,4795,32510,47668.0,47882.0,93036.0,30708.0,74458.0,43972.0,21461,4907,22411,3802,43872,8709,32510,,,32510,51.8,39.0
39349,17368,21981,36001,59887.0,65120.0,32328.0,32083.0,60174.0,32917.0,136092,11096,149544,7079,285636,18175,36001,73.0,258.0,36001,51.2,181.0
7285,3424,3861,36003,42776.0,43010.0,40625.0,31313.0,29250.0,18333.0,21718,2411,21566,1902,43284,4313,36003,76.9,46.0,36003,50.7,30.0
427574,181112,246462,36005,34299.0,41539.0,36712.0,29889.0,47819.0,27906.0,546151,112171,667792,79977,1213943,192148,36005,50.4,641.0,36005,34.5,438.0
33615,15839,17776,36007,46261.0,48347.0,21355.0,26042.0,38906.0,25137.0,87879,8190,93618,5438,181497,13628,36007,61.7,160.0,36007,42.1,111.0
13954,6444,7510,36009,42601.0,43225.0,58194.0,30379.0,49688.0,37292.0,34324,4389,35911,3604,70235,7993,36009,75.8,77.0,36009,50.9,52.0
9010,4089,4921,36011,52082.0,52488.0,50000.0,37000.0,48304.0,41250.0,34015,3875,35593,2514,69608,6389,36011,77.7,79.0,36011,49.5,51.0
23894,10816,13078,36013,42993.0,43717.0,20513.0,14083.0,25781.0,23974.0,58267,5797,61793,4155,120060,9952,36013,67.9,122.0,36013,49.4,90.0
13044,5401,7643,36015,50320.0,51240.0,23077.0,28788.0,84438.0,25938.0,37175,2867,41183,2753,78358,5620,36015,77.0,88.0,36015,56.2,66.0
7741,3403,4338,36017,45668.0,45701.0,,,82813.0,51471.0,21882,2543,22703,1852,44585,4395,36017,71.9,49.0,36017,52.1,35.0
12163,5245,6918,36019,49930.0,50548.0,40231.0,,33333.0,27059.0,35166,2815,37281,1930,72447,4745,36019,95.1,90.0,36019,53.9,50.0
7067,3251,3816,36021,59105.0,61370.0,31579.0,,43472.0,36652.0,27711,2424,28700,1636,56411,4060,36021,79.0,74.0,36021,55.7,52.0
6675,2638,4037,36023,49514.0,50037.0,22375.0,,,40968.0,21754,1994,23643,1182,45397,3176,36023,79.0,43.0,36023,59.1,32.0
6799,3306,3493,36025,43720.0,43757.0,,,34323.0,39542.0,21050,2238,21095,1983,42145,4221,36025,68.9,51.0,36025,46.3,34.0
26229,11831,14398,36027,71904.0,74963.0,44829.0,31979.0,100797.0,53392.0,128932,12845,138223,9320,267155,22165,36027,64.7,226.0,36027,44.0,151.0
134715,59086,75629,36029,51247.0,57499.0,25819.0,31056.0,46587.0,26909.0,407808,30636,449962,21593,857770,52229,36029,76.2,886.0,36029,52.6,620.0
3894,1756,2138,36031,52758.0,52982.0,2499.0,17917.0,41250.0,,16571,1724,17184,1210,33755,2934,36031,68.0,40.0,36031,46.7,28.0
9213,4383,4830,36033,47923.0,48314.0,,34674.0,,110652.0,20904,2679,20771,2095,41675,4774,36033,77.9,46.0,36033,56.4,33.0
9100,4176,4924,36035,46969.0,47583.0,,48696.0,42167.0,,23688,2953,25023,2103,48711,5056,36035,80.0,58.0,36035,47.6,35.0
7748,3521,4227,36037,50880.0,52032.0,14661.0,35859.0,,31962.0,26500,2833,27875,1715,54375,4548,36037,80.4,61.0,36037,58.2,45.0
5813,2342,3471,36039,50278.0,50700.0,38516.0,65625.0,93851.0,38152.0,20501,1739,21459,1697,41960,3436,36039,72.7,51.0,36039,54.1,38.0
609,317,292,36041,48243.0,48885.0,,,,,2029,353,2217,137,4246,490,36041,78.4,7.0,36041,57.6,5.0
9145,4089,5056,36043,46229.0,46545.0,,38000.0,,,27782,3525,30157,1908,57939,5433,36043,71.1,63.0,36043,44.2,39.0
16938,7850,9088,36045,49505.0,50171.0,48918.0,44192.0,52813.0,40511.0,45675,4905,52114,3727,97789,8632,36045,79.6,88.0,36045,50.4,56.0
597404,265335,332069,36047,48201.0,58330.0,41053.0,28333.0,50761.0,36466.0,1049003,174172,1225395,136478,2274398,310650,36047,49.3,1218.0,36047,33.4,824.0
3238,1478,1760,36049,49819.0,50447.0,23690.0,,62500.0,45795.0,12000,1526,12111,1135,24111,2661,36049,62.7,22.0,36049,51.8,18.0
8681,3775,4906,36051,51734.0,52317.0,19174.0,44167.0,,26116.0,28323,2011,30406,1597,58729,3608,36051,67.2,52.0,36051,45.8,36.0
8180,3640,4540,36053,54145.0,54261.0,,36442.0,81806.0,49779.0,32642,2656,35019,1471,67661,4127,36053,79.9,69.0,36053,56.2,49.0
110192,48774,61418,36055,52553.0,59131.0,26950.0,23293.0,54429.0,29340.0,332340,26459,364808,18562,697148,45021,36055,65.2,569.0,36055,46.4,405.0
10053,4433,5620,36057,43764.0,45668.0,37534.0,57917.0,30982.0,24149.0,21624,2545,23046,1810,44670,4355,36057,81.1,53.0,36057,50.7,34.0
82146,35207,46939,36059,99465.0,103536.0,82121.0,41648.0,118893.0,72728.0,595139,56534,648611,44182,1243750,100716,36059,58.4,992.0,36059,34.8,605.0
283590,123922,159668,36061,72871.0,100221.0,32787.0,31056.0,70702.0,33044.0,681115,82373,793398,61737,1474513,144110,36061,50.4,892.0,36061,32.2,573.0
28816,12569,16247,36063,49449.0,52411.0,24420.0,33529.0,37708.0,30986.0,95704,7556,103074,5711,198778,13267,36063,80.1,227.0,36063,56.3,159.0
37760,17386,20374,36065,48246.0,50770.0,25648.0,16204.0,36607.0,21486.0,101852,8753,109110,6067,210962,14820,36065,79.9,245.0,36065,53.0,164.0
69487,31279,38208,36067,55092.0,60251.0,28516.0,42207.0,44679.0,34088.0,205440,17840,226524,13226,431964,31066,36067,78.2,432.0,36067,52.4,289.0
10975,4935,6040,36069,57416.0,58530.0,29933.0,45673.0,,32500.0,48533,4413,52278,2959,100811,7372,36069,72.6,102.0,36069,48.3,67.0
46731,21428,25303,36071,70848.0,74883.0,61972.0,75568.0,105750.0,59298.0,163553,16726,173191,12204,336744,28930,36071,67.8,248.0,36071,46.5,167.0
6173,2836,3337,36073,46359.0,46709.0,35764.0,71136.0,,29167.0,17756,1951,18283,1388,36039,3339,36073,89.8,47.0,36073,65.4,34.0
21615,10192,11423,36075,47860.0,48307.0,,,47969.0,33371.0,54654,5561,56407,3777,111061,9338,36075,92.6,126.0,36075,65.9,88.0
9275,4372,4903,36077,48588.0,48730.0,,55417.0,71346.0,50625.0,26884,2673,29350,1834,56234,4507,36077,66.5,55.0,36077,52.0,43.0
5212,2693,2519,36079,96148.0,97347.0,85257.0,55072.0,125685.0,81429.0,45157,4059,46074,3540,91231,7599,36079,69.0,77.0,36079,45.2,49.0
343834,148985,194849,36081,57720.0,60915.0,59062.0,48106.0,56151.0,50585.0,908912,199532,1019688,158193,1928600,357725,36081,47.8,1161.0,36081,30.4,740.0
19186,8695,10491,36083,60709.0,63032.0,26620.0,,48438.0,40425.0,72733,5474,76458,3465,149191,8939,36083,84.0,157.0,36083,58.4,109.0
58470,26399,32071,36085,73197.0,78239.0,46455.0,56125.0,72381.0,56238.0,207045,19813,227781,13987,434826,33800,36085,66.4,344.0,36085,45.6,233.0
46118,21825,24293,36087,84855.0,87250.0,74939.0,69390.0,112984.0,58658.0,140580,15354,149776,12368,290356,27722,36087,50.2,177.0,36087,32.9,116.0
19494,9391,10103,36089,44705.0,44857.0,68259.0,,43681.0,51827.0,47996,6068,50035,4289,98031,10357,36089,82.4,108.0,36089,60.3,78.0
14583,6435,8148,36091,71496.0,71257.0,55250.0,,100134.0,71563.0,101757,6317,107942,4428,209699,10745,36091,72.2,188.0,36091,52.4,135.0
19028,8584,10444,36093,58114.0,62266.0,27507.0,48182.0,63698.0,28836.0,68218,6160,74298,4396,142516,10556,36093,70.9,135.0,36093,49.4,94.0
3936,1911,2025,36095,51195.0,50889.0,,,87891.0,58750.0,14353,1482,15212,754,29565,2236,36095,65.1,29.0,36095,44.4,20.0
2595,1062,1533,36097,47680.0,47897.0,,42125.0,,52925.0,7916,1114,8390,669,16306,1783,36097,70.3,18.0,36097,58.8,15.0
4081,1817,2264,36099,49292.0,50237.0,21329.0,58472.0,,22685.0,14250,1859,14865,1491,29115,3350,36099,81.3,37.0,36099,46.6,21.0
15888,7157,8731,36101,47280.0,47089.0,37656.0,48214.0,97540.0,48036.0,43195,5104,45215,3995,88410,9099,36101,80.0,104.0,36101,60.0,78.0
103269,45309,57960,36103,88663.0,91451.0,69805.0,53750.0,96420.0,74070.0,658711,72441,702061,52982,1360772,125423,36103,69.7,1195.0,36103,43.8,751.0
12868,6015,6853,36105,50710.0,52599.0,30252.0,60313.0,75125.0,39007.0,32306,4817,33861,3063,66167,7880,36105,71.9,71.0,36105,51.6,51.0
4801,2062,2739,36107,57514.0,57954.0,65313.0,,,53667.0,22472,2139,23751,1473,46223,3612,36107,64.4,44.0,36107,46.2,31.0
18547,8362,10185,36109,52624.0,57433.0,26136.0,33264.0,24722.0,31069.0,47132,3403,50126,2334,97258,5737,36109,57.6,54.0,36109,42.6,40.0
22290,10453,11837,36111,58918.0,60842.0,35326.0,35050.0,54333.0,42773.0,77152,9528,83276,7023,160428,16551,36111,71.5,164.0,36111,48.3,111.0
7685,3218,4467,36113,56798.0,57422.0,26500.0,43750.0,65313.0,50515.0,28599,3065,30686,2238,59285,5303,36113,71.2,66.0,36113,45.8,42.0
8004,3581,4423,36115,51143.0,51109.0,,39063.0,51250.0,28375.0,26765,3041,27667,2246,54432,5287,36115,88.7,71.0,36115,63.1,50.0
11541,5486,6055,36117,50798.0,51394.0,26912.0,,58750.0,46083.0,40840,4148,42943,3420,83783,7568,36117,72.8,84.0,36117,54.1,62.0
90752,39737,51015,36119,83958.0,98072.0,52543.0,53778.0,119372.0,52738.0,407309,52745,455397,38864,862706,91609,36119,53.2,615.0,36119,33.9,397.0
4425,2081,2344,36121,52564.0,52655.0,,80893.0,,60481.0,17208,1597,17779,1163,34987,2760,36121,68.3,34.0,36121,53.2,26.0
3446,1583,1863,36123,49510.0,49971.0,45967.0,,,64000.0,9630,2453,10188,2558,19818,5011,36123,73.2,25.0,36123,52.7,18.0
6832,2970,3862,39001,35560.0,36101.0,,15104.0,,14188.0,11652,2202,12190,1922,23842,4124,39001,87.1,32.0,39001,74.5,27.0
17713,8327,9386,39003,44103.0,47434.0,22473.0,41458.0,79563.0,40595.0,44827,6106,47505,4170,92332,10276,39003,70.4,90.0,39003,53.5,69.0
7569,3496,4073,39005,48003.0,48293.0,,,,49722.0,22362,3470,23713,3127,46075,6597,39005,61.2,41.0,39005,53.5,35.0
19266,8329,10937,39007,40544.0,41424.0,25797.0,18155.0,77784.0,30833.0,41075,6662,43352,5542,84427,12204,39007,79.2,103.0,39007,60.0,78.0
18263,9227,9036,39009,33872.0,34650.0,,,19583.0,,29257,2799,29877,2350,59134,5149,39009,76.6,43.0,39009,63.1,34.0
4010,1627,2383,39011,54274.0,54571.0,,,,29879.0,21176,1386,21370,1430,42546,2816,39011,68.1,40.0,39011,54.4,31.0
9553,4021,5532,39013,43833.0,44091.0,39796.0,38333.0,,39087.0,28812,3352,30819,2786,59631,6138,39013,61.3,60.0,39013,51.0,51.0
6442,2678,3764,39015,45568.0,45251.0,26615.0,,9323.0,59896.0,18406,3112,19983,2198,38389,5310,39015,106.2,58.0,39015,75.1,41.0
50312,21472,28840,39017,57540.0,59769.0,39487.0,36496.0,74183.0,38868.0,163145,17748,173128,15304,336273,33052,39017,75.0,285.0,39017,58.5,221.0
4317,1997,2320,39019,47075.0,47532.0,,,,49205.0,12116,1990,12340,1632,24456,3622,39019,79.7,31.0,39019,53.7,21.0
4756,2217,2539,39021,50974.0,51301.0,35905.0,45875.0,,30333.0,17416,1966,18175,1353,35591,3319,39021,64.0,31.0,39021,56.2,27.0
24419,10932,13487,39023,43625.0,45869.0,27147.0,31300.0,72000.0,31310.0,58470,6984,63812,5794,122282,12778,39023,76.8,139.0,39023,60.7,112.0
21127,9318,11809,39025,60805.0,61086.0,52860.0,59833.0,91012.0,51955.0,88894,9365,92534,8239,181428,17604,39025,85.3,181.0,39025,61.3,127.0
6425,3000,3425,39027,46787.0,47082.0,35714.0,,71316.0,,18135,2474,19000,1970,37135,4444,39027,86.6,42.0,39027,68.2,33.0
15730,6792,8938,39029,44497.0,44474.0,24896.0,,71087.0,37917.0,44011,6434,46550,5526,90561,11960,39029,68.6,101.0,39029,52.3,76.0
5835,2516,3319,39031,41701.0,41814.0,,,,75804.0,15556,2590,15536,2660,31092,5250,39031,74.0,36.0,39031,64.6,31.0
6888,2976,3912,39033,40795.0,40932.0,,,,37727.0,18546,2003,19625,2020,38171,4023,39033,66.6,41.0,39033,54.4,33.0
231823,101682,130141,39035,44190.0,54296.0,26595.0,32750.0,64478.0,33026.0,526859,66437,601157,53215,1128016,119652,39035,68.7,1108.0,39035,51.1,838.0
6846,3045,3801,39037,44632.0,44957.0,,,,34301.0,22865,2645,24022,2213,46887,4858,39037,65.9,46.0,39037,52.7,37.0
5071,2187,2884,39039,50663.0,51628.0,31750.0,26771.0,,43846.0,16977,2192,17511,1679,34488,3871,39039,67.3,32.0,39039,56.6,27.0
8285,3705,4580,39041,91955.0,91973.0,67478.0,91313.0,120546.0,82313.0,86544,4668,89842,3441,176386,8109,39041,61.0,94.0,39041,44.1,66.0
9333,4116,5217,39043,48011.0,50871.0,28489.0,,47841.0,43179.0,32644,4193,35368,3004,68012,7197,39043,65.0,71.0,39043,54.4,59.0
15110,6752,8358,39045,60567.0,60323.0,67900.0,83784.0,71591.0,46855.0,66091,5886,69770,4743,135861,10629,39045,73.6,117.0,39045,54.3,86.0
5185,2461,2724,39047,40503.0,40701.0,37200.0,,82500.0,31813.0,12093,1818,12750,1609,24843,3427,39047,87.4,32.0,39047,67.7,24.0
208422,95908,112514,39049,52341.0,59586.0,32571.0,22340.0,68486.0,37220.0,511117,77423,557121,62162,1068238,139585,39049,70.3,736.0,39049,53.5,553.0
4532,2197,2335,39051,55120.0,56044.0,,51667.0,61932.0,43864.0,19523,1367,20214,999,39737,2366,39051,48.4,25.0,39051,45.3,24.0
6214,2541,3673,39053,37319.0,37946.0,19375.0,39875.0,,,12476,2209,13705,1756,26181,3965,39053,88.7,35.0,39053,67.2,26.0
6969,3258,3711,39055,72430.0,72865.0,57235.0,,107895.0,52910.0,40116,5896,42688,4557,82804,10453,39055,51.4,63.0,39055,35.2,43.0
21065,9574,11491,39057,60113.0,61720.0,37255.0,80357.0,66706.0,55721.0,71331,6600,77789,4516,149120,11116,39057,60.9,113.0,39057,43.5,81.0
7784,3427,4357,39059,40930.0,41395.0,17222.0,,,29231.0,16774,2444,18074,1851,34848,4295,39059,82.2,43.0,39059,70.6,37.0
143778,63809,79969,39061,49013.0,60687.0,25901.0,22138.0,63347.0,40458.0,339523,43509,380210,32950,719733,76459,39061,75.1,673.0,39061,55.7,500.0
10221,4369,5852,39063,50895.0,51183.0,,,59722.0,41724.0,33307,3300,35026,2975,68333,6275,39063,57.9,52.0,39063,48.4,44.0
5491,2667,2824,39065,42703.0,43034.0,,,60469.0,31757.0,13877,1873,13905,1877,27782,3750,39065,72.9,26.0,39065,57.9,21.0
2657,1186,1471,39067,43173.0,43177.0,32604.0,,,82344.0,6814,776,6933,858,13747,1634,39067,72.7,17.0,39067,57.6,14.0
3144,1325,1819,39069,53835.0,54239.0,10972.0,,91250.0,37955.0,12487,1198,13137,831,25624,2029,39069,55.3,20.0,39069,48.2,18.0
8604,3780,4824,39071,39858.0,40181.0,23098.0,,,,18337,2813,18763,2841,37100,5654,39071,75.8,41.0,39071,66.7,36.0
4894,2116,2778,39073,42170.0,42083.0,,,107667.0,,12117,1860,12703,1551,24820,3411,39073,75.9,28.0,39073,66.3,25.0
5398,2451,2947,39075,51996.0,52297.0,,,,34613.0,12699,8654,12058,9249,24757,17903,39075,40.0,16.0,39075,26.3,11.0
7853,3501,4352,39077,48745.0,49245.0,26948.0,40625.0,,33578.0,25591,3298,27087,2445,52678,5743,39077,78.2,54.0,39077,63.3,43.0
7637,3320,4317,39079,39460.0,40088.0,,,,,13973,1942,14869,1741,28842,3683,39079,82.3,33.0,39079,66.2,27.0
11533,4875,6658,39081,41942.0,42899.0,21607.0,,45469.0,,29123,3514,31757,2923,60880,6437,39081,78.6,78.0,39081,58.7,59.0
8825,3995,4830,39083,48533.0,48635.0,,,52794.0,47534.0,25850,3783,27262,3531,53112,7314,39083,69.8,51.0,39083,48.0,35.0
20063,8926,11137,39085,58029.0,59227.0,29156.0,,75775.0,48125.0,101515,9739,107925,8200,209440,17939,39085,73.0,222.0,39085,55.4,169.0
11135,5080,6055,39087,42874.0,43448.0,25991.0,,21721.0,,26399,3593,28448,2803,54847,6396,39087,83.4,66.0,39087,67.8,53.0
20926,9134,11792,39089,56549.0,56635.0,69714.0,40156.0,56600.0,57955.0,74195,7804,77981,7386,152176,15190,39089,78.5,149.0,39089,60.1,113.0
6487,2767,3720,39091,49783.0,50065.0,45465.0,,61016.0,,19176,3129,20589,2276,39765,5405,39091,70.7,40.0,39091,60.0,34.0
42269,17426,24843,39093,52457.0,55261.0,28250.0,29167.0,74417.0,37303.0,130768,13366,141653,10783,272421,24149,39093,71.0,259.0,39093,55.1,200.0
90091,42034,48057,39095,41777.0,48823.0,21855.0,32794.0,51140.0,35328.0,183219,25409,203622,18716,386841,44125,39095,61.9,306.0,39095,55.4,275.0
3580,1621,1959,39097,57406.0,57824.0,45250.0,31250.0,,41250.0,16709,2312,18209,1293,34918,3605,39097,74.8,36.0,39097,52.8,25.0
40841,17922,22919,39099,41375.0,45612.0,21408.0,31019.0,58070.0,29869.0,98779,11550,109376,9338,208155,20888,39099,69.4,232.0,39099,53.4,183.0
11127,4978,6149,39101,42966.0,43940.0,27000.0,65714.0,,34350.0,25849,3294,27630,3027,53479,6321,39101,82.9,67.0,39101,62.2,51.0
12859,5798,7061,39103,66952.0,67277.0,31745.0,53375.0,86607.0,52922.0,79425,6220,82372,5707,161797,11927,39103,62.1,123.0,39103,45.9,90.0
5285,2498,2787,39105,37813.0,37829.0,,,,14028.0,9951,1527,10483,1304,20434,2831,39105,71.8,22.0,39105,51.7,16.0
