All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,fips_x,Incidence_Rate,Avg_Ann_Incidence,fips_y,Mortality_Rate,Avg_Ann_Deaths
2910,1265,1645,37121,37391.0,37558.0,,,,23295.0,6327,1139,6653,1084,12980,2223,37121,81.4,20.0,37121,63.3,16.0
6716,2942,3774,37123,32500.0,37939.0,21250.0,30542.0,56921.0,30689.0,10297,2606,11294,2567,21591,5173,37123,71.3,26.0,37123,49.4,18.0
13808,5800,8008,37125,50998.0,55347.0,25659.0,75625.0,73421.0,33080.0,37266,5229,41237,5632,78503,10861,37125,73.7,108.0,37125,48.5,74.0
17141,7079,10062,37127,42713.0,51941.0,31232.0,37344.0,38750.0,34853.0,37616,6774,41977,6855,79593,13629,37127,72.8,85.0,37127,58.0,68.0
36717,15886,20831,37129,50088.0,54244.0,29279.0,56136.0,77176.0,32443.0,84864,16254,96287,13171,181151,29425,37129,66.2,158.0,37129,48.7,115.0
5658,2269,3389,37131,30429.0,44398.0,22484.0,11944.0,,27813.0,7822,1734,9211,1484,17033,3218,37131,72.4,24.0,37131,56.8,19.0
24916,10709,14207,37133,46335.0,48660.0,36334.0,51552.0,49323.0,40579.0,60931,9861,73645,8594,134576,18455,37133,85.5,101.0,37133,61.5,70.0
20236,8668,11568,37135,59290.0,64065.0,36400.0,37949.0,72632.0,41906.0,58773,6925,66098,6134,124871,13059,37135,57.5,69.0,37135,42.8,50.0
1674,715,959,37137,43444.0,51694.0,24833.0,,65750.0,50239.0,5137,963,5386,863,10523,1826,37137,83.3,19.0,37137,42.2,10.0
7256,2976,4280,37139,45378.0,53724.0,32445.0,,,,15561,2888,17386,2810,32947,5698,37139,68.8,32.0,37139,59.5,27.0
9925,4191,5734,37141,44828.0,51531.0,27000.0,29375.0,,28941.0,21808,4329,23069,4293,44877,8622,37141,70.9,49.0,37141,51.1,36.0
2626,1160,1466,37143,44329.0,47340.0,23326.0,,,21771.0,5224,1107,5893,1157,11117,2264,37143,68.9,15.0,37143,48.2,10.0
7708,3574,4134,37145,42105.0,46875.0,27679.0,37917.0,,24500.0,15990,2909,17796,2138,33786,5047,37145,84.6,42.0,37145,63.4,32.0
42743,18057,24686,37147,41119.0,50251.0,27672.0,76859.0,52750.0,29151.0,69019,12197,79254,12067,148273,24264,37147,62.9,95.0,37147,48.0,71.0
2790,1322,1468,37149,46528.0,48295.0,22292.0,,,46806.0,8521,1162,8990,1384,17511,2546,37149,50.3,19.0,37149,40.8,15.0
24770,11758,13012,37151,41947.0,43258.0,34034.0,38320.0,36344.0,33176.0,57242,12444,60274,11241,117516,23685,37151,86.5,147.0,37151,60.2,103.0
11465,5045,6420,37153,32687.0,38169.0,22797.0,35114.0,,21866.0,17202,4131,19468,3935,36670,8066,37153,85.7,49.0,37153,64.5,37.0
41538,18723,22815,37155,30608.0,38394.0,24404.0,28680.0,34028.0,27823.0,49747,13868,56491,12539,106238,26407,37155,69.2,95.0,37155,58.4,79.0
16968,7168,9800,37157,38126.0,41852.0,27470.0,20556.0,23359.0,28031.0,38006,6007,41536,5754,79542,11761,37157,89.9,113.0,37157,60.2,75.0
24194,10656,13538,37159,43069.0,47425.0,28766.0,,,37112.0,55135,11191,60050,9456,115185,20647,37159,85.9,144.0,37159,58.5,98.0
13077,5970,7107,37161,35630.0,37061.0,25833.0,29191.0,42411.0,38320.0,26825,5113,29291,4740,56116,9853,37161,79.4,76.0,37161,56.3,54.0
16050,7577,8473,37163,35490.0,41177.0,25927.0,31000.0,29375.0,33039.0,24731,6401,26787,5332,51518,11733,37163,77.7,60.0,37163,60.4,46.0
10504,4613,5891,37165,30958.0,42317.0,18483.0,25192.0,50313.0,50500.0,13319,2850,15365,2603,28684,5453,37165,84.5,36.0,37165,63.6,27.0
10356,4702,5654,37167,40910.0,43011.0,23048.0,80086.0,40461.0,26864.0,25359,3955,25850,4026,51209,7981,37167,80.4,64.0,37167,55.8,43.0
7826,3615,4211,37169,40696.0,40912.0,30000.0,50030.0,114063.0,33929.0,19445,3237,20499,3040,39944,6277,37169,90.6,58.0,37169,65.5,41.0
14195,6484,7711,37171,36164.0,36697.0,23427.0,,46154.0,33565.0,29052,6524,31220,5627,60272,12151,37171,82.9,83.0,37171,67.8,68.0
3409,1553,1856,37173,33931.0,38229.0,,22360.0,,,5139,1619,5775,1441,10914,3060,37173,95.5,18.0,37173,66.8,13.0
4017,1819,2198,37175,45114.0,45947.0,38125.0,,,26344.0,12650,3093,13899,2805,26549,5898,37175,53.6,33.0,37175,37.2,23.0
779,326,453,37177,32361.0,35074.0,21074.0,,,36000.0,1415,413,1396,343,2811,756,37177,97.5,6.0,37177,60.0,3.0
21416,10081,11335,37179,65903.0,69282.0,46942.0,54227.0,112669.0,45712.0,91176,13811,95909,11579,187085,25390,37179,62.9,113.0,37179,46.5,80.0
11064,4926,6138,37181,33316.0,44415.0,26095.0,41750.0,46544.0,35920.0,16836,3892,20309,3338,37145,7230,37181,71.0,39.0,37181,53.2,29.0
107687,49166,58521,37183,67309.0,77090.0,44597.0,54904.0,91219.0,42371.0,410336,59667,444583,52804,854919,112471,37183,55.9,406.0,37183,38.8,274.0
4692,2290,2402,37185,34254.0,47514.0,25938.0,25602.0,,30491.0,7584,1876,8704,1288,16288,3164,37185,81.7,26.0,37185,71.8,23.0
2737,841,1896,37187,34538.0,44692.0,23253.0,,,37725.0,5022,764,5787,957,10809,1721,37187,58.6,11.0,37187,45.4,9.0
14726,7773,6953,37189,37656.0,37961.0,50625.0,,,37125.0,23127,2754,23493,2583,46620,5337,37189,51.4,26.0,37189,33.5,17.0
27037,11517,15520,37191,40390.0,49244.0,31059.0,,35968.0,26594.0,48265,9082,53636,8801,101901,17883,37191,76.6,105.0,37191,58.2,79.0
15791,7521,8270,37193,33232.0,33886.0,31173.0,,,26088.0,27936,5578,30011,4561,57947,10139,37193,77.2,75.0,37193,58.5,57.0
18475,8116,10359,37195,39847.0,51198.0,29420.0,,92857.0,33246.0,30989,7122,35996,6337,66985,13459,37195,71.2,71.0,37195,55.8,55.0
7643,3528,4115,37197,37796.0,38488.0,24332.0,,,36838.0,15503,3106,16609,2487,32112,5593,37197,82.2,42.0,37197,52.6,27.0
3775,1653,2122,37199,37484.0,37870.0,37993.0,,,14744.0,6997,1488,7526,1415,14523,2903,37199,86.3,25.0,37199,53.1,15.0
220,90,130,38001,52118.0,55700.0,,,44375.0,,1062,115,1028,86,2090,201,38001,,2.0,38001,,
841,396,445,38003,53141.0,54880.0,,,18932.0,57841.0,4956,505,5111,332,10067,837,38003,64.5,10.0,38003,41.8,7.0
2260,1070,1190,38005,41296.0,50545.0,,28510.0,,59107.0,2752,732,2757,538,5509,1270,38005,59.4,4.0,38005,,
100,49,51,38007,70469.0,71719.0,,,,,506,76,349,38,855,114,38007,,2.0,38007,,
540,188,352,38009,56349.0,57031.0,,23938.0,,,3109,328,2722,306,5831,634,38009,58.3,6.0,38009,37.8,5.0
234,80,154,38011,66845.0,66488.0,,,,83393.0,1461,91,1505,99,2966,190,38011,81.7,4.0,38011,,
301,124,177,38013,60096.0,60096.0,,,,28942.0,1040,168,869,130,1909,298,38013,,2.0,38013,,
6946,3052,3894,38015,65254.0,66945.0,48958.0,20046.0,99291.0,44286.0,39076,3389,41128,2750,80204,6139,38015,52.2,49.0,38015,34.4,32.0
19082,8990,10092,38017,53289.0,55676.0,28045.0,26822.0,35690.0,34099.0,73605,7721,74144,5868,147749,13589,38017,59.8,80.0,38017,37.3,50.0
180,43,137,38019,66806.0,66250.0,,36136.0,,,1834,94,1812,54,3646,148,38019,50.3,4.0,38019,,
400,151,249,38021,53750.0,54545.0,41250.0,55809.0,,31827.0,2339,243,2279,188,4618,431,38021,49.6,4.0,38021,,
178,72,106,38023,56042.0,56417.0,,,,,1048,109,1000,100,2048,209,38023,,2.0,38023,,
517,246,271,38025,69732.0,76484.0,,42596.0,,58750.0,1790,412,1626,315,3416,727,38025,,2.0,38025,,
311,166,145,38027,48583.0,49896.0,,38500.0,,,992,102,1137,65,2129,167,38027,,2.0,38027,,
386,166,220,38029,44051.0,43168.0,,,,,1597,129,1536,146,3133,275,38029,43.3,3.0,38029,,
316,107,209,38031,55769.0,55962.0,,,,,1528,127,1542,103,3070,230,38031,,2.0,38031,,
177,68,109,38033,40179.0,40179.0,,,,,692,148,833,94,1525,242,38033,,2.0,38033,,
11223,5076,6147,38035,48676.0,50367.0,27083.0,24551.0,51719.0,56310.0,31352,2691,30830,2197,62182,4888,38035,59.7,36.0,38035,42.6,26.0
346,143,203,38037,44559.0,45000.0,,42917.0,,,1021,126,1066,110,2087,236,38037,,2.0,38037,,
179,78,101,38039,48355.0,50956.0,,,,,1047,98,1002,91,2049,189,38039,,2.0,38039,76.8,4.0
217,70,147,38041,52169.0,52243.0,,,,,1145,96,1135,83,2280,179,38041,,2.0,38041,,
185,86,99,38043,54559.0,54804.0,,,,38050.0,1144,135,1080,71,2224,206,38043,,2.0,38043,,
383,152,231,38045,54821.0,55347.0,,,,,1920,195,1838,91,3758,286,38045,,2.0,38045,,
151,62,89,38047,51458.0,51042.0,,,,,867,46,916,41,1783,87,38047,,2.0,38047,,
738,333,405,38049,57386.0,57799.0,,,,27000.0,2706,302,2545,185,5251,487,38049,63.6,6.0,38049,41.7,4.0
311,80,231,38051,42277.0,43333.0,,,,,1236,58,1312,41,2548,99,38051,,2.0,38051,,
1309,670,639,38053,72794.0,82838.0,,32500.0,,,3968,1083,3710,788,7678,1871,38053,43.5,3.0,38053,,
1072,441,631,38055,55686.0,56065.0,,47750.0,,,4285,392,4129,455,8414,847,38055,53.4,8.0,38055,35.1,5.0
693,217,476,38057,72704.0,73260.0,,38889.0,43750.0,92125.0,4014,424,3668,415,7682,839,38057,50.6,6.0,38057,36.8,4.0
2270,1079,1191,38059,62418.0,63120.0,30903.0,63333.0,,56827.0,13459,1052,13184,743,26643,1795,38059,68.7,24.0,38059,45.2,16.0
1226,608,618,38061,68188.0,71691.0,,51193.0,,68380.0,4094,916,3434,711,7528,1627,38061,70.9,6.0,38061,48.9,4.0
249,105,144,38063,51085.0,50991.0,,32361.0,,,1391,146,1300,129,2691,275,38063,71.9,4.0,38063,,
137,66,71,38065,60278.0,60139.0,,66458.0,,,834,110,795,80,1629,190,38065,,2.0,38065,,
454,193,261,38067,53504.0,54531.0,,25625.0,,38250.0,3282,335,3222,203,6504,538,38067,65.2,8.0,38067,56.7,7.0
693,307,386,38069,42563.0,42750.0,,,,,1806,305,1965,128,3771,433,38069,41.0,3.0,38069,,
1118,565,553,38071,50841.0,51556.0,,41016.0,,66121.0,4968,632,4974,491,9942,1123,38071,73.7,11.0,38071,53.2,8.0
490,191,299,38073,56500.0,56446.0,,31339.0,,,2547,172,2450,132,4997,304,38073,67.9,6.0,38073,55.3,5.0
186,85,101,38075,65125.0,66063.0,,,,,1192,65,1158,66,2350,131,38075,,2.0,38075,,
1633,659,974,38077,55390.0,56304.0,,,,39028.0,7869,465,7377,436,15246,901,38077,45.2,9.0,38077,33.2,6.0
5054,2207,2847,38079,33277.0,45903.0,,27191.0,,,4522,2528,5293,2031,9815,4559,38079,76.5,10.0,38079,72.2,9.0
222,80,142,38081,57125.0,57042.0,,,,56429.0,1933,97,1740,67,3673,164,38081,100.0,6.0,38081,,
209,65,144,38083,48102.0,48287.0,,,,,618,50,626,43,1244,93,38083,,2.0,38083,,
1524,717,807,38085,38068.0,59375.0,,33672.0,,45000.0,1431,752,1664,486,3095,1238,38085,,2.0,38085,,
68,33,35,38087,55000.0,57031.0,,,,,341,35,279,18,620,53,38087,,2.0,38087,,
1866,755,1111,38089,72099.0,73907.0,29525.0,47955.0,2499.0,60633.0,13171,1442,12384,1177,25555,2619,38089,42.7,13.0,38089,32.4,10.0
143,74,69,38091,55833.0,55833.0,,,,,979,55,872,73,1851,128,38091,,2.0,38091,,
2130,854,1276,38093,52359.0,52685.0,,,,65688.0,9124,970,9324,745,18448,1715,38093,56.5,17.0,38093,51.2,16.0
316,126,190,38095,56625.0,62083.0,,,,,1021,92,1061,85,2082,177,38095,,2.0,38095,,
804,436,368,38097,54960.0,56155.0,,21477.0,,,3777,223,3741,156,7518,379,38097,62.0,7.0,38097,41.6,5.0
1112,464,648,38099,49411.0,49766.0,,25625.0,,36681.0,4913,667,4880,367,9793,1034,38099,56.7,10.0,38099,42.8,8.0
4919,1861,3058,38101,61393.0,61980.0,61863.0,21612.0,,41606.0,28609,3115,29757,2358,58366,5473,38101,64.6,41.0,38101,44.2,29.0
226,110,116,38103,48098.0,48424.0,,,,,1929,180,1857,153,3786,333,38103,40.6,4.0,38103,45.7,4.0
2913,1402,1511,38105,88013.0,90664.0,19520.0,57904.0,,39151.0,14385,1497,11912,1468,26297,2965,38105,53.9,14.0,38105,46.5,12.0
3499,1490,2009,31001,50635.0,50924.0,35096.0,43906.0,,52250.0,13894,1771,14127,1366,28021,3137,31001,62.7,24.0,31001,45.0,18.0
811,353,458,31003,45609.0,45365.0,,,,,2880,305,2920,284,5800,589,31003,51.1,6.0,31003,39.7,4.0
36,19,17,31005,39375.0,40000.0,,,,,194,29,200,25,394,54,31005,,2.0,31005,,
96,30,66,31007,48897.0,49118.0,,,,,355,44,365,56,720,100,31007,,2.0,31007,,
106,61,45,31009,48875.0,49375.0,,,,,214,79,207,51,421,130,31009,,2.0,31009,,
533,208,325,31011,50306.0,50332.0,,,,57500.0,2453,181,2430,211,4883,392,31011,50.2,4.0,31011,,
1886,758,1128,31013,51691.0,51967.0,,21765.0,,39216.0,5247,428,4956,515,10203,943,31013,48.9,7.0,31013,31.2,5.0
220,97,123,31015,40224.0,40353.0,,53750.0,,,894,132,883,103,1777,235,31015,,2.0,31015,,
499,241,258,31017,36078.0,36250.0,,,,,1283,172,1322,257,2605,429,31017,,2.0,31017,,
5978,2737,3241,31019,53624.0,55005.0,21652.0,,16189.0,43438.0,21439,2104,22245,1568,43684,3672,31019,49.3,23.0,31019,36.0,16.0
620,265,355,31021,47429.0,47931.0,,,,32917.0,2967,283,2957,338,5924,621,31021,66.2,7.0,31021,58.7,6.0
682,309,373,31023,51027.0,51498.0,,,,43661.0,3741,371,3701,272,7442,643,31023,48.0,6.0,31023,36.9,5.0
1556,739,817,31025,65619.0,65818.0,,70357.0,,80875.0,11685,773,11691,780,23376,1553,31025,65.5,19.0,31025,50.4,15.0
864,385,479,31027,52250.0,52500.0,,,,25313.0,4089,267,3947,224,8036,491,31027,32.5,5.0,31027,28.2,4.0
337,161,176,31029,52422.0,53365.0,,,,28824.0,1627,243,1704,256,3331,499,31029,77.6,5.0,31029,59.1,4.0
648,175,473,31031,48750.0,49394.0,,21136.0,,,2495,209,2679,328,5174,537,31031,38.1,3.0,31031,36.4,3.0
1150,420,730,31033,53814.0,53584.0,,,,,4538,380,4707,353,9245,733,31033,60.7,8.0,31033,47.2,6.0
580,233,347,31035,51470.0,51740.0,,,,31875.0,2836,362,2704,376,5540,738,31035,54.1,5.0,31035,41.9,4.0
1374,675,699,31037,51367.0,51870.0,43657.0,,,49615.0,4633,786,4333,680,8966,1466,31037,45.9,5.0,31037,33.1,4.0
1071,376,695,31039,50013.0,50672.0,,,,31750.0,4041,437,4058,391,8099,828,31039,41.6,6.0,31039,34.1,5.0
1200,526,674,31041,46468.0,46723.0,,,,35208.0,4558,716,4818,587,9376,1303,31041,48.3,8.0,31041,42.2,7.0
3528,1510,2018,31043,49786.0,54669.0,6760.0,10707.0,56588.0,45793.0,8405,1570,8872,1735,17277,3305,31043,73.0,15.0,31043,53.0,11.0
1428,531,897,31045,41038.0,44259.0,,7004.0,,,3715,645,3960,741,7675,1386,31045,43.8,5.0,31045,28.9,4.0
3618,1439,2179,31047,48329.0,48471.0,44102.0,50833.0,,39250.0,10328,1645,10323,1499,20651,3144,31047,45.9,13.0,31047,36.9,10.0
246,90,156,31049,50962.0,51058.0,,39250.0,,31406.0,824,147,827,127,1651,274,31049,,2.0,31049,,
683,309,374,31051,51223.0,51168.0,,,,44750.0,2521,356,2582,322,5103,678,31051,63.3,6.0,31051,35.5,3.0
4061,1819,2242,31053,49068.0,49435.0,,,58375.0,32939.0,15521,2220,16362,2033,31883,4253,31053,70.2,36.0,31053,51.8,27.0
76738,33674,43064,31055,54659.0,60685.0,27381.0,28438.0,52180.0,39282.0,228496,32282,242959,27736,471455,60018,31055,69.5,338.0,31055,51.0,245.0
151,69,82,31057,42500.0,42386.0,,,,38423.0,873,162,821,121,1694,283,31057,,2.0,31057,,
514,167,347,31059,52316.0,52700.0,,,,,2426,307,2483,249,4909,556,31059,48.1,5.0,31059,40.6,4.0
396,183,213,31061,45905.0,46574.0,,,16250.0,84063.0,1415,124,1370,134,2785,258,31061,,2.0,31061,,
305,113,192,31063,49634.0,49507.0,,,,,1170,127,1120,147,2290,274,31063,,2.0,31063,,
820,337,483,31065,39934.0,40333.0,,,,,2110,248,2178,269,4288,517,31065,65.8,5.0,31065,,
2080,925,1155,31067,50010.0,49569.0,,33563.0,,,9878,830,10192,633,20070,1463,31067,59.5,19.0,31067,40.6,13.0
181,81,100,31069,45845.0,45845.0,,,,,747,136,779,120,1526,256,31069,,2.0,31069,,
193,63,130,31071,43179.0,43750.0,,,,,836,100,877,85,1713,185,31071,,2.0,31071,,
110,44,66,31073,54375.0,54615.0,,,,,848,93,915,82,1763,175,31073,,2.0,31073,,
98,47,51,31075,44750.0,44750.0,,,,,335,57,338,39,673,96,31075,,2.0,31075,,
243,97,146,31077,42904.0,43125.0,,,,,1122,103,1098,120,2220,223,31077,,2.0,31077,,
9092,3927,5165,31079,49252.0,49560.0,30368.0,61055.0,58167.0,36321.0,25029,4904,25624,4458,50653,9362,31079,57.8,38.0,31079,38.9,25.0
780,303,477,31081,59311.0,59567.0,,33958.0,,31538.0,4189,305,4244,219,8433,524,31081,48.0,6.0,31081,34.1,4.0
450,215,235,31083,46766.0,46495.0,,,,34583.0,1610,185,1423,187,3033,372,31083,,2.0,31083,,
68,36,32,31085,44500.0,44450.0,,,,34375.0,475,117,406,86,881,203,31085,,2.0,31085,,
490,237,253,31087,39231.0,39103.0,,,,,1261,194,1179,211,2440,405,31087,,2.0,31087,,
1209,512,697,31089,46728.0,46653.0,,,,31364.0,4599,482,4691,461,9290,943,31089,49.5,8.0,31089,46.6,8.0
123,71,52,31091,37317.0,37647.0,,,,62917.0,286,32,310,26,596,58,31091,,2.0,31091,,
658,333,325,31093,50030.0,50476.0,,,,26750.0,2996,238,2953,140,5949,378,31093,54.1,5.0,31093,43.2,4.0
909,361,548,31095,43008.0,43118.0,,,,,3352,253,3390,325,6742,578,31095,65.2,8.0,31095,50.1,6.0
471,214,257,31097,45429.0,46607.0,,,41625.0,23167.0,1770,187,1845,212,3615,399,31097,97.5,7.0,31097,46.6,3.0
408,181,227,31099,51934.0,52422.0,,,,60978.0,2928,277,2976,285,5904,562,31099,60.8,6.0,31099,47.6,4.0
931,393,538,31101,41781.0,41710.0,,,,31850.0,3516,521,3500,547,7016,1068,31101,49.2,7.0,31101,37.9,5.0
106,41,65,31103,38625.0,39250.0,,,,,342,26,319,24,661,50,31103,,2.0,31103,,
496,205,291,31105,40242.0,39318.0,,,56250.0,21705.0,1535,289,1542,296,3077,585,31105,60.6,4.0,31105,49.9,3.0
1117,426,691,31107,45411.0,48442.0,,30742.0,53750.0,47656.0,3614,462,3751,498,7365,960,31107,59.3,8.0,31107,51.7,8.0
41796,18624,23172,31109,51830.0,54189.0,30184.0,26154.0,40354.0,35569.0,129832,16174,135393,12304,265225,28478,31109,57.3,155.0,31109,41.6,112.0
4488,1775,2713,31111,50194.0,50618.0,,2499.0,46121.0,34636.0,15665,1904,15915,2019,31580,3923,31111,57.1,26.0,31111,44.2,20.0
91,33,58,31113,48281.0,48438.0,,,,,360,51,406,33,766,84,31113,,2.0,31113,,
68,30,38,31115,55417.0,55104.0,,,,,246,26,257,19,503,45,31115,,2.0,31115,,
64,32,32,31117,54306.0,54306.0,,,,,219,4,206,4,425,8,31117,,2.0,31117,,
5119,2075,3044,31119,50218.0,50463.0,,16000.0,230857.0,40474.0,15094,2026,15516,1830,30610,3856,31119,61.4,25.0,31119,40.5,17.0
667,344,323,31121,51012.0,50826.0,,,,40556.0,3455,310,3494,402,6949,712,31121,68.0,8.0,31121,44.9,5.0
550,259,291,31123,45910.0,45972.0,,,,30192.0,2065,358,2051,248,4116,606,31123,71.6,5.0,31123,,
490,253,237,31125,42500.0,42500.0,,,,,1553,218,1588,183,3141,401,31125,,2.0,31125,,
574,300,274,31127,49656.0,50386.0,23077.0,,,,3100,292,3377,281,6477,573,31127,62.5,6.0,31127,37.4,4.0
501,182,319,31129,40488.0,41555.0,,,,,1886,260,1979,184,3865,444,31129,64.8,5.0,31129,45.0,4.0
1696,740,956,31131,50275.0,50725.0,,33152.0,,40054.0,6900,821,7198,634,14098,1455,31131,59.6,13.0,31131,46.7,10.0
446,207,239,31133,41161.0,41369.0,,,,46250.0,1107,261,1173,144,2280,405,31133,60.9,3.0,31133,,
198,46,152,31135,55893.0,55774.0,,,,34000.0,1318,114,1322,129,2640,243,31135,,2.0,31135,,
706,213,493,31137,50404.0,50640.0,,,,34492.0,4142,364,4120,359,8262,723,31137,44.3,6.0,31137,39.1,5.0
417,174,243,31139,54482.0,54447.0,,,,,3276,287,3320,167,6596,454,31139,56.0,6.0,31139,46.2,5.0
2728,1336,1392,31141,56318.0,56916.0,,,,46053.0,14472,1958,14421,1492,28893,3450,31141,54.9,21.0,31141,40.8,16.0
389,184,205,31143,57312.0,57568.0,,,,38750.0,2359,222,2388,187,4747,409,31143,65.7,5.0,31143,48.0,4.0
1118,572,546,31145,42931.0,43472.0,,,,53875.0,4618,689,4948,430,9566,1119,31145,49.5,8.0,31145,46.5,8.0
1557,690,867,31147,42750.0,45697.0,,,,21188.0,3711,319,3732,284,7443,603,31147,60.6,8.0,31147,51.7,7.0
162,48,114,31149,48456.0,48854.0,,,,,582,89,567,127,1149,216,31149,,2.0,31149,,
1492,705,787,31151,51738.0,51875.0,,,62917.0,41667.0,6427,857,6226,541,12653,1398,31151,79.5,12.0,31151,49.8,8.0
10684,4831,5853,31153,70543.0,71796.0,58210.0,,70507.0,56464.0,75886,5603,78430,5281,154316,10884,31153,65.1,81.0,31153,49.9,62.0
2001,911,1090,31155,60854.0,60988.0,,,,41071.0,9715,720,9515,664,19230,1384,31155,60.8,17.0,31155,46.2,13.0
4877,2163,2714,31157,45992.0,46575.0,,,47143.0,34688.0,14776,2704,16164,2443,30940,5147,31157,45.9,22.0,31157,34.6,17.0
1467,738,729,31159,59662.0,60210.0,,,51250.0,46806.0,8006,588,7718,420,15724,1008,31159,44.2,9.0,31159,32.2,7.0
857,426,431,31161,41985.0,42014.0,,26500.0,,,2185,372,2285,353,4470,725,31161,42.2,4.0,31161,,
411,126,285,31163,46366.0,46220.0,,,,60938.0,1379,133,1430,107,2809,240,31163,,2.0,31163,66.1,3.0
156,64,92,31165,41215.0,40799.0,,,,,574,77,549,49,1123,126,31165,,2.0,31165,,
701,298,403,31167,53416.0,53198.0,,,,60455.0,2751,281,2725,310,5476,591,31167,,2.0,31167,,
604,298,306,31169,45741.0,45998.0,,,,,2339,159,2405,125,4744,284,31169,57.9,5.0,31169,,
55,24,31,31171,51000.0,50600.0,,,,,315,41,297,22,612,63,31171,,2.0,31171,,
2090,947,1143,31173,41266.0,53125.0,,32536.0,,24167.0,2351,1050,2548,941,4899,1991,31173,65.1,4.0,31173,55.8,4.0
540,251,289,31175,44612.0,45147.0,,,,,1869,232,1919,190,3788,422,31175,,2.0,31175,,
1880,595,1285,31177,65370.0,65621.0,,,,39679.0,9329,588,9285,867,18614,1455,31177,43.1,11.0,31177,40.4,10.0
1115,644,471,31179,54159.0,59769.0,12276.0,,,,4472,365,4203,345,8675,710,31179,29.3,3.0,31179,,
459,235,224,31181,40256.0,40577.0,,,,35139.0,1593,163,1667,187,3260,350,31181,68.8,5.0,31181,45.9,3.0
61,30,31,31183,46394.0,46394.0,,,,,399,33,375,40,774,73,31183,,2.0,31183,,
1393,621,772,31185,51802.0,52662.0,,,,,6087,621,6010,538,12097,1159,31185,36.8,7.0,31185,28.2,5.0
6214,2893,3321,33001,62159.0,62336.0,100972.0,,,65132.0,25364,3734,27430,3127,52794,6861,33001,65.6,56.0,33001,55.2,46.0
4484,2015,2469,33003,53306.0,53364.0,,70368.0,,52266.0,19928,3653,20392,3124,40320,6777,33003,65.8,53.0,33003,42.9,35.0
8467,3684,4783,33005,57782.0,57817.0,,20000.0,65000.0,31458.0,32472,4282,35847,3084,68319,7366,33005,66.6,63.0,33005,45.4,43.0
4257,1950,2307,33007,42312.0,42417.0,,51250.0,,23021.0,13183,1853,13622,1713,26805,3566,33007,69.9,36.0,33007,54.8,27.0
9609,4252,5357,33009,55762.0,56169.0,,47734.0,62976.0,,38402,5228,40032,4836,78434,10064,33009,56.4,65.0,33009,38.6,44.0
34681,15707,18974,33011,71244.0,71644.0,47284.0,32417.0,100375.0,42753.0,178942,19692,185709,15685,364651,35377,33011,66.2,283.0,33011,46.1,194.0
12840,5578,7262,33013,65983.0,66113.0,53750.0,29196.0,70606.0,83512.0,63596,6756,68239,5583,131835,12339,33013,66.9,118.0,33013,46.6,84.0
16192,7315,8877,33015,81198.0,81718.0,74453.0,57016.0,83531.0,70223.0,134871,11591,140369,10100,275240,21691,33015,72.5,242.0,33015,49.4,163.0
12997,5717,7280,33017,60711.0,61054.0,37063.0,28980.0,58287.0,58080.0,53304,6948,57377,6285,110681,13233,33017,75.0,96.0,33017,53.3,68.0
4099,1959,2140,33019,56032.0,56113.0,101563.0,50912.0,80640.0,75294.0,18333,2630,19593,2148,37926,4778,33019,72.6,44.0,33019,51.7,32.0
40868,18753,22115,34001,54461.0,60848.0,33060.0,,54271.0,41392.0,112340,19078,124944,16097,237284,35175,34001,69.9,230.0,34001,47.9,156.0
67959,29262,38697,34003,85806.0,88041.0,66075.0,41925.0,96776.0,63194.0,391824,53563,426933,48157,818757,101720,34003,50.9,580.0,34003,34.7,402.0
27881,12238,15643,34005,78621.0,81262.0,65759.0,66944.0,106429.0,66202.0,192963,16726,213627,12770,406590,29496,34005,65.1,342.0,34005,44.2,232.0
66802,28813,37989,34007,62185.0,71426.0,41664.0,30750.0,77749.0,37766.0,212875,31229,239130,23082,452005,54311,34007,71.9,406.0,34007,48.9,275.0
9744,4179,5565,34009,57637.0,58911.0,39439.0,70313.0,,37813.0,40486,4651,44888,3602,85374,8253,34009,83.5,136.0,34009,54.9,90.0
25760,11633,14127,34011,49984.0,54392.0,41547.0,40625.0,52778.0,38793.0,59423,10828,66601,8609,126024,19437,34011,73.4,122.0,34011,50.7,84.0
133788,57543,76245,34013,53976.0,80333.0,37254.0,32631.0,105597.0,41603.0,303430,68533,350254,57907,653684,126440,34013,50.9,399.0,34013,37.1,289.0
23200,9915,13285,34015,76727.0,80139.0,57980.0,46427.0,105435.0,51147.0,128535,11903,138803,9679,267338,21582,34015,80.5,250.0,34015,55.5,172.0
114900,50273,64627,34017,59741.0,61384.0,42537.0,42708.0,94360.0,42715.0,258423,69020,272486,59125,530909,128145,34017,48.8,279.0,34017,36.5,206.0
5379,2236,3143,34019,105444.0,106046.0,88047.0,,128611.0,61058.0,56714,3170,60109,2305,116823,5475,34019,54.4,80.0,34019,37.8,55.0
40354,18218,22136,34021,72804.0,82536.0,42170.0,26384.0,130621.0,46585.0,154154,21815,171281,15938,325435,37753,34021,59.1,235.0,34021,38.2,152.0
